transaction_id,date,customer_id,category,product,quantity,unit_price,total_amount,region,payment_method,status
TXN_002918,2023-12-29,CUST_0508,Électronique,Montre connectée,1,829.05,829.05,Hauts-de-France,PayPal,Complété
TXN_000079,2023-12-29,CUST_0399,Sports & Loisirs,Tapis de yoga,2,143.33,286.66,Hauts-de-France,Apple Pay,Complété
TXN_001570,2023-12-29,CUST_0149,Vêtements,T-shirt,3,42.92,128.76,Hauts-de-France,Carte bancaire,Complété
TXN_000915,2023-12-29,CUST_0663,Maison & Jardin,Coussin,1,28.59,28.59,Auvergne-Rhône-Alpes,Virement,Complété
TXN_000930,2023-12-29,CUST_0386,Vêtements,T-shirt,4,125.01,0.0,Provence-Alpes-Côte d'Azur,Carte bancaire,Remboursé
TXN_002623,2023-12-29,CUST_0134,Livres,Science-fiction,1,47.74,47.74,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_000764,2023-12-29,CUST_0272,Électronique,Smartphone,2,539.57,1079.14,Hauts-de-France,PayPal,Complété
TXN_004355,2023-12-29,CUST_0312,Électronique,Smartphone,5,1107.07,5535.35,Île-de-France,Carte bancaire,Complété
TXN_004276,2023-12-29,CUST_0823,Sports & Loisirs,Gourde,3,328.59,985.77,Hauts-de-France,Carte bancaire,Complété
TXN_001507,2023-12-29,CUST_0077,Sports & Loisirs,Tapis de yoga,1,114.8,114.8,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_003290,2023-12-30,CUST_0596,Livres,Roman,4,35.67,142.68,Occitanie,Apple Pay,Complété
TXN_004109,2023-12-30,CUST_0476,Maison & Jardin,Lampe,3,269.97,809.91,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_004918,2023-12-30,CUST_0845,Électronique,Laptop,2,1024.08,2048.16,Île-de-France,Carte bancaire,Complété
TXN_003768,2023-12-30,CUST_0117,Vêtements,Robe,2,122.73,245.46,Bretagne,PayPal,Complété
TXN_002661,2023-12-30,CUST_0111,Électronique,Laptop,1,785.57,785.57,Hauts-de-France,Carte bancaire,Complété
TXN_002368,2023-12-30,CUST_0775,Maison & Jardin,Aspirateur,4,106.25,425.0,Bretagne,Carte bancaire,Complété
TXN_002305,2023-12-30,CUST_0945,Sports & Loisirs,Ballon,1,171.52,171.52,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_002811,2023-12-30,CUST_0205,Vêtements,Veste,2,22.5,45.0,Île-de-France,Carte bancaire,Complété
TXN_002611,2023-12-30,CUST_0704,Électronique,Enceinte Bluetooth,1,537.64,537.64,Nouvelle-Aquitaine,PayPal,Complété
TXN_001039,2023-12-30,CUST_0858,Maison & Jardin,Aspirateur,3,16.51,49.53,Hauts-de-France,Virement,Complété
TXN_003268,2023-12-30,CUST_0453,Maison & Jardin,Aspirateur,1,294.33,294.33,Bretagne,Apple Pay,Complété
TXN_002139,2023-12-30,CUST_0395,Sports & Loisirs,Raquette,1,88.85,88.85,Bretagne,Carte bancaire,Complété
TXN_004450,2023-12-30,CUST_0188,Vêtements,Sac à main,1,122.17,122.17,Hauts-de-France,PayPal,Complété
TXN_000543,2023-12-30,CUST_0188,Maison & Jardin,Bougie,2,257.27,514.54,Hauts-de-France,Carte bancaire,Complété
TXN_004322,2023-12-30,CUST_0440,Vêtements,Chaussures,1,132.25,132.25,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_001816,2023-12-30,CUST_0808,Livres,Cuisine,1,51.04,51.04,Île-de-France,PayPal,Complété
TXN_003137,2023-12-30,CUST_0620,Vêtements,Jean,2,115.77,231.54,Occitanie,Apple Pay,Complété
TXN_002703,2023-12-30,CUST_0629,Livres,Biographie,1,28.98,28.98,Île-de-France,Apple Pay,Complété
TXN_002550,2023-12-30,CUST_0827,Sports & Loisirs,Tapis de yoga,1,452.8,452.8,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_003794,2023-12-30,CUST_0738,Électronique,Laptop,1,744.18,744.18,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_003048,2023-12-30,CUST_0671,Électronique,Laptop,4,263.04,1052.16,Île-de-France,Carte bancaire,Complété
TXN_001011,2023-12-30,CUST_0111,Électronique,Écouteurs,1,836.67,836.67,Île-de-France,Carte bancaire,Complété
TXN_000892,2023-12-30,CUST_0508,Vêtements,Chaussures,3,131.32,393.96,Bretagne,Apple Pay,Complété
TXN_001718,2023-12-31,CUST_0079,Sports & Loisirs,Vélo,4,49.64,198.56,Hauts-de-France,Apple Pay,Complété
TXN_000632,2023-12-31,CUST_0056,Électronique,Laptop,2,832.68,1665.36,Grand Est,Carte bancaire,Complété
TXN_000636,2023-12-31,CUST_0805,Maison & Jardin,Coussin,4,56.7,226.8,Nouvelle-Aquitaine,Apple Pay,Complété
TXN_003708,2023-12-31,CUST_0095,Sports & Loisirs,Raquette,1,406.64,406.64,Occitanie,Carte bancaire,Complété
TXN_002135,2023-12-31,CUST_0983,Livres,Guide pratique,3,37.18,111.54,Auvergne-Rhône-Alpes,Virement,Complété
TXN_001575,2023-12-31,CUST_0176,Électronique,Tablette,1,494.24,494.24,Hauts-de-France,Apple Pay,Complété
TXN_001961,2023-12-31,CUST_0579,Maison & Jardin,Aspirateur,2,48.26,96.52,Île-de-France,PayPal,Complété
TXN_003607,2023-12-31,CUST_0312,Vêtements,Chaussures,1,152.19,152.19,Grand Est,Virement,Complété
TXN_003594,2023-12-31,CUST_0890,Vêtements,Veste,4,53.29,213.16,Bretagne,Apple Pay,Complété
TXN_004294,2023-12-31,CUST_0375,Livres,Biographie,3,10.68,32.04,Grand Est,Virement,Complété
TXN_003592,2023-12-31,CUST_0516,Électronique,Tablette,1,706.51,706.51,Occitanie,PayPal,Complété
TXN_004745,2023-12-31,CUST_0905,Maison & Jardin,Lampe,3,91.08,273.24,Grand Est,Virement,Complété
TXN_000960,2023-12-31,CUST_0375,Électronique,Écouteurs,2,481.64,963.28,Hauts-de-France,PayPal,Complété
TXN_002998,2023-12-31,CUST_0418,Vêtements,Robe,1,126.82,126.82,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_001214,2024-01-01,CUST_0695,Vêtements,Sac à main,1,19.82,19.82,Occitanie,Apple Pay,Complété
TXN_003110,2024-01-01,CUST_0626,Vêtements,Jean,1,33.3,33.3,Bretagne,Apple Pay,Complété
TXN_004756,2024-01-01,CUST_0292,Électronique,Montre connectée,4,541.58,2166.32,Occitanie,Apple Pay,Complété
TXN_001885,2024-01-01,CUST_0592,Vêtements,Robe,1,21.52,21.52,Grand Est,Apple Pay,Complété
TXN_002067,2024-01-01,CUST_0837,Sports & Loisirs,Raquette,1,157.99,157.99,Grand Est,Virement,Complété
TXN_002030,2024-01-01,CUST_0055,Livres,BD,2,26.32,52.64,Grand Est,Apple Pay,Complété
TXN_002580,2024-01-01,CUST_0204,Électronique,Écouteurs,2,689.32,1378.64,Hauts-de-France,PayPal,Complété
TXN_000301,2024-01-01,CUST_0936,Livres,Cuisine,1,40.82,40.82,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_002429,2024-01-01,CUST_0486,Vêtements,Sac à main,2,25.43,50.86,Bretagne,Carte bancaire,Complété
TXN_004014,2024-01-01,CUST_0590,Électronique,Smartphone,2,220.27,440.54,Île-de-France,Virement,Complété
TXN_003536,2024-01-01,CUST_0674,Maison & Jardin,Cafetière,2,229.56,459.12,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_000471,2024-01-01,CUST_0829,Électronique,Smartphone,1,285.51,285.51,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_001723,2024-01-01,CUST_0171,Vêtements,T-shirt,1,115.42,115.42,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_003645,2024-01-01,CUST_0951,Vêtements,Veste,3,71.42,214.26,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_004286,2024-01-01,CUST_0359,Livres,Biographie,3,17.06,51.18,Bretagne,Virement,Complété
TXN_002533,2024-01-01,CUST_0978,Vêtements,Veste,1,50.39,0.0,Hauts-de-France,Virement,Remboursé
TXN_004374,2024-01-01,CUST_0346,Sports & Loisirs,Gourde,2,280.61,561.22,Occitanie,Carte bancaire,Complété
TXN_004842,2024-01-01,CUST_0892,Livres,Guide pratique,1,37.32,37.32,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_000765,2024-01-01,CUST_0410,Vêtements,Robe,2,114.33,228.66,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_000203,2024-01-01,CUST_0647,Maison & Jardin,Cafetière,1,136.68,136.68,Occitanie,Virement,Complété
TXN_001660,2024-01-01,CUST_0760,Sports & Loisirs,Raquette,1,323.83,323.83,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_002775,2024-01-01,CUST_0920,Électronique,Tablette,1,126.4,126.4,Occitanie,Virement,Complété
TXN_002732,2024-01-01,CUST_0875,Maison & Jardin,Coussin,1,278.96,278.96,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_000208,2024-01-01,CUST_0732,Sports & Loisirs,Ballon,1,434.86,434.86,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_000728,2024-01-02,CUST_0023,Maison & Jardin,Aspirateur,1,59.21,59.21,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_001980,2024-01-02,CUST_0947,Électronique,Enceinte Bluetooth,1,391.14,391.14,Hauts-de-France,Virement,Complété
TXN_000887,2024-01-02,CUST_0053,Électronique,Enceinte Bluetooth,2,554.81,1109.62,Occitanie,Carte bancaire,Complété
TXN_004584,2024-01-02,CUST_0325,Livres,Biographie,1,28.36,28.36,Hauts-de-France,Carte bancaire,Complété
TXN_001181,2024-01-02,CUST_0816,Électronique,Laptop,3,875.72,2627.16,Occitanie,Carte bancaire,Complété
TXN_001174,2024-01-02,CUST_0302,Électronique,Tablette,1,390.6,390.6,Grand Est,Carte bancaire,Complété
TXN_000188,2024-01-02,CUST_0965,Vêtements,Robe,1,55.07,55.07,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_001166,2024-01-02,CUST_0597,Livres,Cuisine,3,15.59,46.77,Nouvelle-Aquitaine,Virement,Complété
TXN_001813,2024-01-02,CUST_0004,Vêtements,Sac à main,3,123.65,370.95,Occitanie,Virement,Complété
TXN_000843,2024-01-02,CUST_0927,Électronique,Écouteurs,4,669.68,2678.72,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_003014,2024-01-02,CUST_0940,Vêtements,Jean,1,18.05,18.05,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_000285,2024-01-02,CUST_0996,Livres,Biographie,3,17.48,52.44,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_004419,2024-01-02,CUST_0807,Maison & Jardin,Plante,1,52.26,52.26,Grand Est,Virement,Complété
TXN_000215,2024-01-02,CUST_0974,Livres,Guide pratique,1,5.6,5.6,Nouvelle-Aquitaine,Virement,Complété
TXN_003292,2024-01-02,CUST_0170,Vêtements,Veste,2,59.02,118.04,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_004308,2024-01-03,CUST_0277,Électronique,Écouteurs,1,612.66,612.66,Île-de-France,Apple Pay,Complété
TXN_000100,2024-01-03,CUST_0544,Maison & Jardin,Bougie,2,177.7,355.4,Hauts-de-France,Apple Pay,Complété
TXN_004106,2024-01-03,CUST_0569,Maison & Jardin,Aspirateur,1,260.33,260.33,Occitanie,Virement,Complété
TXN_002972,2024-01-03,CUST_0035,Vêtements,Veste,1,133.24,133.24,Occitanie,Virement,Complété
TXN_003549,2024-01-03,CUST_0759,Livres,Roman,1,45.11,45.11,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_003558,2024-01-03,CUST_0814,Sports & Loisirs,Raquette,1,81.11,81.11,Hauts-de-France,PayPal,Complété
TXN_004095,2024-01-03,CUST_0815,Électronique,Écouteurs,1,1153.62,1153.62,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_002443,2024-01-03,CUST_0346,Sports & Loisirs,Tapis de yoga,2,377.74,755.48,Île-de-France,Carte bancaire,Complété
TXN_002695,2024-01-03,CUST_0566,Électronique,Tablette,1,540.61,540.61,Nouvelle-Aquitaine,PayPal,Complété
TXN_004765,2024-01-03,CUST_0082,Sports & Loisirs,Ballon,1,155.32,155.32,Nouvelle-Aquitaine,PayPal,Complété
TXN_002953,2024-01-03,CUST_0075,Sports & Loisirs,Ballon,1,177.85,177.85,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_000570,2024-01-03,CUST_0411,Électronique,Tablette,2,924.59,1849.18,Bretagne,Apple Pay,Complété
TXN_000487,2024-01-03,CUST_0965,Livres,Guide pratique,2,47.01,94.02,Bretagne,Carte bancaire,Complété
TXN_002892,2024-01-03,CUST_0404,Sports & Loisirs,Tapis de yoga,1,51.34,51.34,Hauts-de-France,Virement,Complété
TXN_004887,2024-01-03,CUST_0427,Sports & Loisirs,Gourde,5,270.18,1350.9,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_004824,2024-01-03,CUST_0562,Électronique,Smartphone,3,978.44,0.0,Auvergne-Rhône-Alpes,Carte bancaire,Remboursé
TXN_003256,2024-01-03,CUST_0249,Sports & Loisirs,Ballon,2,33.65,67.3,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_003715,2024-01-03,CUST_0530,Maison & Jardin,Bougie,3,234.69,704.07,Grand Est,Virement,Complété
TXN_003867,2024-01-03,CUST_0251,Vêtements,T-shirt,2,22.2,44.4,Grand Est,Virement,Complété
TXN_001656,2024-01-03,CUST_0431,Vêtements,Sac à main,4,142.42,569.68,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_002884,2024-01-03,CUST_0958,Électronique,Tablette,1,889.09,889.09,Grand Est,Apple Pay,Complété
TXN_001515,2024-01-03,CUST_0874,Vêtements,Sac à main,1,113.48,113.48,Auvergne-Rhône-Alpes,Virement,Complété
TXN_003334,2024-01-03,CUST_0967,Électronique,Tablette,1,992.27,992.27,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_002910,2024-01-03,CUST_0587,Maison & Jardin,Aspirateur,1,178.79,178.79,Hauts-de-France,Virement,Complété
TXN_003894,2024-01-04,CUST_0209,Sports & Loisirs,Vélo,1,417.64,417.64,Nouvelle-Aquitaine,PayPal,Complété
TXN_000442,2024-01-04,CUST_0251,Sports & Loisirs,Gourde,5,452.24,2261.2,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_001378,2024-01-04,CUST_0551,Maison & Jardin,Aspirateur,2,232.71,465.42,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_001208,2024-01-04,CUST_0697,Électronique,Laptop,1,951.37,951.37,Hauts-de-France,PayPal,Complété
TXN_003194,2024-01-04,CUST_0748,Maison & Jardin,Plante,1,259.11,259.11,Grand Est,PayPal,Complété
TXN_000406,2024-01-04,CUST_0754,Sports & Loisirs,Sac de sport,1,115.33,115.33,Nouvelle-Aquitaine,Virement,Complété
TXN_003545,2024-01-04,CUST_0951,Vêtements,Veste,1,77.13,77.13,Île-de-France,Apple Pay,Complété
TXN_002598,2024-01-04,CUST_0291,Sports & Loisirs,Sac de sport,1,385.23,385.23,Occitanie,Virement,Complété
TXN_002662,2024-01-04,CUST_0464,Sports & Loisirs,Ballon,1,96.11,96.11,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_001453,2024-01-04,CUST_0641,Sports & Loisirs,Sac de sport,2,169.49,338.98,Île-de-France,Virement,Complété
TXN_001738,2024-01-04,CUST_0113,Livres,BD,1,40.66,40.66,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_004182,2024-01-04,CUST_0755,Maison & Jardin,Coussin,1,20.22,20.22,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_000953,2024-01-04,CUST_0710,Sports & Loisirs,Tapis de yoga,1,53.28,53.28,Bretagne,PayPal,Complété
TXN_004575,2024-01-05,CUST_0625,Sports & Loisirs,Sac de sport,1,111.23,111.23,Auvergne-Rhône-Alpes,Apple Pay,Complété
TXN_002672,2024-01-05,CUST_0479,Électronique,Smartphone,2,562.35,1124.7,Auvergne-Rhône-Alpes,Virement,Complété
TXN_003440,2024-01-05,CUST_0124,Sports & Loisirs,Raquette,2,380.81,761.62,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_003933,2024-01-05,CUST_0042,Sports & Loisirs,Raquette,1,379.91,379.91,Bretagne,PayPal,Complété
TXN_004596,2024-01-05,CUST_0150,Vêtements,T-shirt,2,115.51,231.02,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_000942,2024-01-05,CUST_0205,Vêtements,T-shirt,1,46.19,46.19,Bretagne,PayPal,Complété
TXN_003037,2024-01-05,CUST_0896,Livres,Cuisine,2,21.19,42.38,Hauts-de-France,PayPal,Complété
TXN_002878,2024-01-05,CUST_0068,Vêtements,Sac à main,1,137.63,137.63,Bretagne,Virement,Complété
TXN_000157,2024-01-05,CUST_0391,Maison & Jardin,Bougie,4,216.41,865.64,Hauts-de-France,Carte bancaire,Complété
TXN_002897,2024-01-05,CUST_0805,Électronique,Tablette,1,1107.09,1107.09,Bretagne,PayPal,Complété
TXN_004371,2024-01-05,CUST_0053,Sports & Loisirs,Raquette,2,384.68,769.36,Grand Est,Apple Pay,Complété
TXN_000294,2024-01-05,CUST_0405,Livres,Cuisine,1,31.77,31.77,Hauts-de-France,PayPal,Complété
TXN_003940,2024-01-05,CUST_0932,Électronique,Smartphone,3,135.04,405.12,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_003815,2024-01-05,CUST_0247,Livres,Roman,1,31.72,31.72,Île-de-France,PayPal,Complété
TXN_002167,2024-01-05,CUST_0741,Livres,Science-fiction,3,6.79,20.37,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_000072,2024-01-05,CUST_0929,Livres,Cuisine,2,44.48,88.96,Grand Est,PayPal,Complété
TXN_001312,2024-01-05,CUST_0955,Électronique,Laptop,1,779.98,779.98,Nouvelle-Aquitaine,PayPal,Complété
TXN_000614,2024-01-05,CUST_0844,Vêtements,Chaussures,1,95.22,95.22,Île-de-France,Carte bancaire,Complété
TXN_002862,2024-01-05,CUST_0608,Livres,BD,1,9.11,9.11,Bretagne,Virement,Complété
TXN_002573,2024-01-05,CUST_0169,Livres,Science-fiction,4,45.55,182.2,Occitanie,Carte bancaire,Complété
TXN_004771,2024-01-06,CUST_0575,Électronique,Montre connectée,1,1189.0,1189.0,Nouvelle-Aquitaine,Virement,Complété
TXN_000519,2024-01-06,CUST_0244,Électronique,Écouteurs,1,1036.85,1036.85,Île-de-France,Apple Pay,Complété
TXN_002885,2024-01-06,CUST_0626,Sports & Loisirs,Vélo,2,208.43,416.86,Nouvelle-Aquitaine,PayPal,Complété
TXN_003364,2024-01-06,CUST_0587,Vêtements,Chaussures,1,18.46,18.46,Île-de-France,PayPal,Complété
TXN_003611,2024-01-06,CUST_0749,Sports & Loisirs,Sac de sport,1,35.6,35.6,Nouvelle-Aquitaine,Virement,Complété
TXN_004567,2024-01-06,CUST_0587,Livres,Guide pratique,1,34.1,34.1,Île-de-France,Apple Pay,Complété
TXN_003399,2024-01-06,CUST_0662,Vêtements,Chaussures,4,126.63,506.52,Île-de-France,Carte bancaire,Complété
TXN_000037,2024-01-06,CUST_0874,Électronique,Smartphone,1,722.22,722.22,Provence-Alpes-Côte d'Azur,Carte bancaire,Complété
TXN_004153,2024-01-06,CUST_0550,Livres,Biographie,1,8.79,8.79,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_004501,2024-01-06,CUST_0635,Maison & Jardin,Coussin,2,212.93,425.86,Grand Est,PayPal,Complété
TXN_000910,2024-01-06,CUST_0457,Électronique,Smartphone,1,671.78,671.78,Île-de-France,Apple Pay,Complété
TXN_000970,2024-01-06,CUST_0344,Électronique,Laptop,1,1014.15,1014.15,Bretagne,Virement,Complété
TXN_000535,2024-01-06,CUST_0575,Livres,Cuisine,1,51.78,51.78,Occitanie,Virement,Complété
TXN_004537,2024-01-06,CUST_0651,Livres,Guide pratique,1,43.38,43.38,Occitanie,Virement,Complété
TXN_002480,2024-01-06,CUST_0417,Sports & Loisirs,Ballon,1,236.27,236.27,Île-de-France,Carte bancaire,Complété
TXN_001788,2024-01-06,CUST_0640,Électronique,Montre connectée,2,530.58,1061.16,Grand Est,PayPal,Complété
TXN_002487,2024-01-06,CUST_0175,Livres,BD,1,38.32,38.32,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_000445,2024-01-06,CUST_0276,Vêtements,Robe,5,33.94,0.0,Auvergne-Rhône-Alpes,Carte bancaire,Annulé
TXN_004523,2024-01-06,CUST_0318,Électronique,Écouteurs,1,1090.51,0.0,Occitanie,Apple Pay,Annulé
TXN_000859,2024-01-06,CUST_0882,Vêtements,Sac à main,2,134.12,0.0,Hauts-de-France,Apple Pay,Annulé
TXN_003020,2024-01-06,CUST_0550,Électronique,Écouteurs,1,467.59,467.59,Grand Est,PayPal,Complété
TXN_002978,2024-01-06,CUST_0081,Sports & Loisirs,Gourde,1,106.67,106.67,Hauts-de-France,Virement,Complété
TXN_002238,2024-01-07,CUST_0492,Maison & Jardin,Cafetière,2,97.4,194.8,Nouvelle-Aquitaine,PayPal,Complété
TXN_002303,2024-01-07,CUST_0932,Électronique,Tablette,3,465.79,1397.37,Bretagne,Apple Pay,Complété
TXN_000249,2024-01-07,CUST_0620,Maison & Jardin,Lampe,3,122.66,367.98,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_001319,2024-01-07,CUST_0140,Sports & Loisirs,Sac de sport,3,280.67,842.01,Grand Est,PayPal,Complété
TXN_002301,2024-01-07,CUST_0409,Électronique,Laptop,1,1035.39,1035.39,Grand Est,Apple Pay,Complété
TXN_001294,2024-01-07,CUST_0017,Vêtements,Robe,2,129.42,258.84,Bretagne,Carte bancaire,Complété
TXN_002620,2024-01-07,CUST_0450,Sports & Loisirs,Sac de sport,1,444.06,444.06,Île-de-France,PayPal,Complété
TXN_001179,2024-01-07,CUST_0820,Sports & Loisirs,Tapis de yoga,1,419.32,419.32,Bretagne,Apple Pay,Complété
TXN_003775,2024-01-07,CUST_0916,Électronique,Tablette,1,872.6,872.6,Île-de-France,PayPal,Complété
TXN_000345,2024-01-07,CUST_0252,Vêtements,Robe,1,46.7,46.7,Grand Est,Virement,Complété
TXN_004465,2024-01-07,CUST_0402,Maison & Jardin,Coussin,3,307.82,923.46,Bretagne,PayPal,Complété
TXN_000364,2024-01-07,CUST_0677,Livres,Biographie,4,25.31,101.24,Bretagne,Carte bancaire,Complété
TXN_003522,2024-01-07,CUST_0049,Vêtements,Chaussures,1,113.82,113.82,Grand Est,Apple Pay,Complété
TXN_003378,2024-01-07,CUST_0382,Sports & Loisirs,Ballon,2,326.1,652.2,Nouvelle-Aquitaine,Apple Pay,Complété
TXN_004134,2024-01-07,CUST_0795,Livres,Guide pratique,2,37.98,75.96,Hauts-de-France,Virement,Complété
TXN_000971,2024-01-07,CUST_0863,Maison & Jardin,Coussin,1,189.24,189.24,Grand Est,Apple Pay,Complété
TXN_003233,2024-01-07,CUST_0787,Livres,Roman,2,5.17,10.34,Auvergne-Rhône-Alpes,Carte bancaire,Complété
TXN_004531,2024-01-08,CUST_0415,Livres,Guide pratique,1,9.57,9.57,Occitanie,Carte bancaire,Complété
TXN_001835,2024-01-08,CUST_0879,Vêtements,Robe,1,52.95,52.95,Nouvelle-Aquitaine,Apple Pay,Complété
TXN_001594,2024-01-08,CUST_0916,Sports & Loisirs,Ballon,1,355.6,355.6,Grand Est,PayPal,Complété
TXN_002273,2024-01-08,CUST_0448,Livres,Guide pratique,4,14.72,58.88,Hauts-de-France,Virement,Complété
TXN_000546,2024-01-08,CUST_0391,Sports & Loisirs,Tapis de yoga,1,273.99,273.99,Occitanie,Apple Pay,Complété
TXN_002228,2024-01-08,CUST_0700,Électronique,Tablette,3,251.76,755.28,Grand Est,PayPal,Complété
TXN_000358,2024-01-08,CUST_0557,Électronique,Smartphone,1,800.32,800.32,Île-de-France,PayPal,Complété
TXN_002446,2024-01-08,CUST_0803,Vêtements,Veste,1,132.12,132.12,Hauts-de-France,Carte bancaire,Complété
TXN_000537,2024-01-08,CUST_0306,Maison & Jardin,Bougie,2,233.18,466.36,Nouvelle-Aquitaine,PayPal,Complété
TXN_002012,2024-01-08,CUST_0270,Électronique,Tablette,2,633.59,1267.18,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_001232,2024-01-08,CUST_0317,Livres,Science-fiction,1,37.08,37.08,Hauts-de-France,Virement,Complété
TXN_004013,2024-01-09,CUST_0339,Vêtements,Veste,3,105.33,315.99,Nouvelle-Aquitaine,Carte bancaire,Complété
TXN_004324,2024-01-09,CUST_0163,Maison & Jardin,Bougie,2,193.59,387.18,Bretagne,Carte bancaire,Complété
TXN_000226,2024-01-09,CUST_0084,Sports & Loisirs,Sac de sport,1,188.84,188.84,Hauts-de-France,PayPal,Complété
TXN_000693,2024-01-09,CUST_0629,Électronique,Smartphone,1,854.22,0.0,Île-de-France,Carte bancaire,Remboursé
TXN_002219,2024-01-09,CUST_0089,Sports & Loisirs,Ballon,1,506.72,506.72,Grand Est,Virement,Complété
TXN_002902,2024-01-09,CUST_0374,Sports & Loisirs,Tapis de yoga,1,460.45,460.45,Nouvelle-Aquitaine,PayPal,Complété
TXN_002247,2024-01-09,CUST_0940,Maison & Jardin,Coussin,4,94.19,376.76,Hauts-de-France,Virement,Complété
TXN_000574,2024-01-09,CUST_0859,Maison & Jardin,Plante,1,19.03,19.03,Provence-Alpes-Côte d'Azur,Apple Pay,Complété
TXN_001794,2024-01-09,CUST_0222,Vêtements,Jean,1,14.54,14.54,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_000757,2024-01-09,CUST_0720,Électronique,Enceinte Bluetooth,2,737.93,1475.86,Bretagne,Carte bancaire,Complété
TXN_002367,2024-01-09,CUST_0835,Électronique,Laptop,3,202.9,608.7,Nouvelle-Aquitaine,Apple Pay,Complété
TXN_001525,2024-01-09,CUST_0351,Vêtements,T-shirt,3,29.69,89.07,Occitanie,PayPal,Complété
TXN_000222,2024-01-09,CUST_0205,Livres,Science-fiction,1,22.23,22.23,Provence-Alpes-Côte d'Azur,Virement,Complété
TXN_003821,2024-01-09,CUST_0150,Sports & Loisirs,Sac de sport,1,273.91,273.91,Auvergne-Rhône-Alpes,PayPal,Complété
TXN_003340,2024-01-09,CUST_0181,Sports & Loisirs,Gourde,1,101.28,101.28,Provence-Alpes-Côte d'Azur,PayPal,Complété
TXN_001958,2024-01-09,CUST_0985,Électronique,Smartphone,2,479.24,958.48,Auvergne-Rhône-Alpes,Virement,Complété
TXN_004497,2024-01-09,CUST_0791,Sports & Loisirs,Tapis de yoga,1,17.45,17.45,Occitanie,PayPal,Complété
TXN_002024,2024-01-09,CUST_0627,Électronique,Tablette,4,298.58,1194.32,Grand Est,Apple Pay,Complété
TXN_001818,2024-01-09,CUST_0183,Vêtements,Robe,1,23.11,23.11,Occitanie,PayPal,Complété
TXN_003925,2024-01-09,CUST_0784,Vêtements,Sac à main,1,132.3,0.0,Nouvelle-Aquitaine,PayPal,Remboursé
TXN_004649,2024-01-09,CUST_0401,Sports & Loisirs,Vélo,4,457.98,1831.92,Île-de-France,Virement,Complété
TXN_000196,2024-01-09,CUST_0428,Livres,Biographie,1,32.09,32.09,Occitanie,Carte bancaire,Complété
TXN_004413,2024-01-09,CUST_0686,Sports & Loisirs,Sac de sport,2,537.46,0.0,Provence-Alpes-Côte d'Azur,Carte bancaire,Annulé
TXN_000742,2024-01-10,CUST_0138,Vêtements,T-shirt,1,104.98,104.98,Occitanie,Carte bancaire,Complété
